Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue
524832,71053,WHITE METAL LANTERN,2.0,2011-05-20 02:27:32.632611,2.45,12733.0,United Kingdom,4.9
539308,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,25.0,2010-06-17 06:23:45.316207,0.75,12851.0,Germany,18.75
519220,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11.0,2010-08-06 04:40:41.180507,18.19,12859.0,United Kingdom,200.09
580854,71053,WHITE METAL LANTERN,48.0,2010-09-07 11:13:11.724678,3.26,16084.0,United Kingdom,156.48
528874,84406B,CREAM CUPID HEARTS COAT HANGER,10.0,2011-06-19 06:38:17.872340,21.59,14883.0,United Kingdom,215.9
589500,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,81.0,2011-10-24 22:04:21.908030,17.37,15547.0,France,1406.97
537551,22632,HAND WARMER RED POLKA DOT,30.0,2010-08-06 09:53:16.901657,10.42,16918.0,United Kingdom,312.6
575197,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19.0,2010-09-18 21:36:33.038533,14.55,16192.0,Germany,276.45
545073,21730,GLASS STAR FROSTED T-LIGHT HOLDER,32.0,2011-01-03 08:12:28.308657,5.96,12993.0,United Kingdom,190.72
577296,22633,HAND WARMER UNION JACK,76.0,2011-05-07 05:20:13.177762,12.46,17375.0,United Kingdom,946.96
587835,84029E,RED WOOLLY HOTTIE WHITE HEART,81.0,2010-05-16 05:03:50.493185,5.8,13766.0,United Kingdom,469.8
579619,22633,HAND WARMER UNION JACK,6.0,2011-09-30 04:08:29.697029,12.98,17089.0,United Kingdom,77.88
531606,20719,WOODLAND CHARLOTTE BAG 16PE,13.0,2010-06-14 05:27:25.220119,1.25,16428.0,United Kingdom,16.25
523667,22633,HAND WARMER UNION JACK,86.0,2010-07-30 12:54:25.731934,9.86,13180.0,United Kingdom,847.9599999999999
515508,22632,HAND WARMER RED POLKA DOT,75.0,2010-10-31 22:54:37.733111,9.62,13964.0,United Kingdom,721.4999999999999
512308,71053,WHITE METAL LANTERN,64.0,2011-11-16 08:25:53.093440,7.64,14781.0,Germany,488.96
510877,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,45.0,2010-06-16 09:33:22.431610,10.8,14779.0,United Kingdom,486.00000000000006
502984,84029E,RED WOOLLY HOTTIE WHITE HEART,85.0,2011-10-08 13:35:30.914795,20.44,12243.0,France,1737.4
508824,22633,HAND WARMER UNION JACK,94.0,2010-07-05 06:49:10.171585,5.73,13500.0,United Kingdom,538.62
531359,71053,WHITE METAL LANTERN,19.0,2010-04-28 20:16:12.801255,10.82,17560.0,United Kingdom,205.58
529117,85123A,WHITE HANGING HEART T-LIGHT HOLDER,47.0,2010-04-30 13:56:58.570448,18.16,17494.0,Germany,853.52
574014,71053,WHITE METAL LANTERN,46.0,2011-12-02 20:23:07.900774,12.74,14709.0,United Kingdom,586.04
571630,22632,HAND WARMER RED POLKA DOT,84.0,2010-04-08 01:51:15.477988,15.92,15226.0,United Kingdom,1337.28
571468,71053,WHITE METAL LANTERN,61.0,2011-04-11 12:49:46.175115,19.78,17577.0,United Kingdom,1206.5800000000002
580238,71053,WHITE METAL LANTERN,65.0,2010-05-01 00:22:10.012746,3.49,13047.0,Spain,226.85000000000002
543228,84406B,CREAM CUPID HEARTS COAT HANGER,23.0,2009-12-10 02:49:00.288263,14.81,16378.0,United Kingdom,340.63
512593,21730,GLASS STAR FROSTED T-LIGHT HOLDER,95.0,2010-09-07 18:09:59.352877,2.59,13315.0,United Kingdom,246.04999999999998
501911,85123A,WHITE HANGING HEART T-LIGHT HOLDER,63.0,2009-12-29 19:10:59.005784,5.71,15920.0,United Kingdom,359.73
559341,85123A,WHITE HANGING HEART T-LIGHT HOLDER,71.0,2010-10-21 02:24:51.675654,3.75,15801.0,United Kingdom,266.25
584595,85123A,WHITE HANGING HEART T-LIGHT HOLDER,44.0,2010-01-07 20:15:47.386998,4.01,17473.0,United Kingdom,176.44
551322,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7.0,2010-11-25 01:12:42.780664,5.15,13411.0,United Kingdom,36.050000000000004
518716,71053,WHITE METAL LANTERN,91.0,2010-09-04 08:32:39.721541,22.97,15249.0,United Kingdom,2090.27
597015,20719,WOODLAND CHARLOTTE BAG 16PE,30.0,2010-12-01 01:21:11.065790,9.4,16653.0,United Kingdom,282.0
573989,20719,WOODLAND CHARLOTTE BAG 16PE,86.0,2011-02-11 13:28:01.929600,3.03,15678.0,United Kingdom,260.58
598635,22633,HAND WARMER UNION JACK,92.0,2011-06-08 20:33:43.257182,11.98,13350.0,United Kingdom,1102.16
580836,22752,SET 7 BABUSHKA NESTING BOXES,97.0,2011-08-01 14:53:10.195117,10.28,17163.0,United Kingdom,997.16
537124,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,26.0,2010-08-17 04:38:51.052063,15.81,14367.0,United Kingdom,411.06
504542,85123A,WHITE HANGING HEART T-LIGHT HOLDER,63.0,2011-09-04 16:50:38.415530,7.79,15340.0,United Kingdom,490.77
579063,84406B,CREAM CUPID HEARTS COAT HANGER,75.0,2011-08-17 23:22:01.188351,13.89,14572.0,United Kingdom,1041.75
504868,22632,HAND WARMER RED POLKA DOT,71.0,2009-12-14 23:10:18.060594,9.6,16120.0,United Kingdom,681.6
572158,22752,SET 7 BABUSHKA NESTING BOXES,25.0,2010-01-23 18:19:26.937935,20.62,12639.0,Germany,515.5
592728,84029E,RED WOOLLY HOTTIE WHITE HEART,61.0,2011-01-18 19:50:56.417295,16.04,13574.0,United Kingdom,978.4399999999999
564354,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31.0,2011-03-25 17:55:43.739582,0.55,15228.0,United Kingdom,17.05
572119,20719,WOODLAND CHARLOTTE BAG 16PE,54.0,2011-08-17 00:47:26.396705,6.61,17304.0,United Kingdom,356.94
512487,85123A,WHITE HANGING HEART T-LIGHT HOLDER,67.0,2009-12-29 12:14:11.377586,8.07,16269.0,United Kingdom,540.69
565334,84406B,CREAM CUPID HEARTS COAT HANGER,51.0,2010-07-11 00:00:50.828512,19.14,12185.0,United Kingdom,976.14
556229,22633,HAND WARMER UNION JACK,58.0,2011-04-18 04:36:01.623688,10.21,17400.0,United Kingdom,592.1800000000001
555574,21730,GLASS STAR FROSTED T-LIGHT HOLDER,34.0,2010-03-06 14:06:09.212667,4.35,17096.0,United Kingdom,147.89999999999998
565829,21730,GLASS STAR FROSTED T-LIGHT HOLDER,59.0,2010-11-02 14:51:11.595254,9.96,13318.0,United Kingdom,587.6400000000001
594292,21730,GLASS STAR FROSTED T-LIGHT HOLDER,37.0,2011-02-16 04:36:43.980782,3.34,15483.0,United Kingdom,123.58
563877,71053,WHITE METAL LANTERN,19.0,2011-12-05 05:41:40.833415,8.67,16779.0,United Kingdom,164.73
583081,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,85.0,2010-11-20 23:57:35.985880,4.13,14233.0,United Kingdom,351.05
557754,22752,SET 7 BABUSHKA NESTING BOXES,78.0,2011-02-20 21:29:37.939013,18.75,13567.0,United Kingdom,1462.5
566044,84406B,CREAM CUPID HEARTS COAT HANGER,74.0,2010-09-21 10:23:29.785273,7.33,12574.0,United Kingdom,542.42
528531,84406B,CREAM CUPID HEARTS COAT HANGER,53.0,2010-08-30 00:01:58.599862,22.0,14034.0,United Kingdom,1166.0
594825,85123A,WHITE HANGING HEART T-LIGHT HOLDER,93.0,2010-08-16 09:32:40.074517,10.14,13324.0,United Kingdom,943.0200000000001
587096,85123A,WHITE HANGING HEART T-LIGHT HOLDER,63.0,2010-06-12 15:15:03.265025,15.45,16404.0,United Kingdom,973.3499999999999
592251,84029E,RED WOOLLY HOTTIE WHITE HEART,62.0,2010-04-17 22:02:14.836748,7.73,13212.0,Spain,479.26000000000005
510810,20719,WOODLAND CHARLOTTE BAG 16PE,77.0,2011-06-18 15:00:30.708893,24.12,13434.0,United Kingdom,1857.24
562210,22633,HAND WARMER UNION JACK,19.0,2011-09-24 23:06:12.389449,14.3,12537.0,United Kingdom,271.7
526552,71053,WHITE METAL LANTERN,75.0,2011-02-28 10:06:16.272183,0.68,16953.0,United Kingdom,51.00000000000001
529812,22752,SET 7 BABUSHKA NESTING BOXES,2.0,2011-05-29 15:41:44.363172,8.1,13574.0,United Kingdom,16.2
549858,20719,WOODLAND CHARLOTTE BAG 16PE,6.0,2010-02-08 00:45:19.325424,4.41,12192.0,United Kingdom,26.46
596925,20719,WOODLAND CHARLOTTE BAG 16PE,29.0,2010-05-01 03:50:33.826845,6.83,13186.0,United Kingdom,198.07
583218,84029E,RED WOOLLY HOTTIE WHITE HEART,41.0,2011-08-19 20:31:10.771644,1.87,16148.0,United Kingdom,76.67
593063,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5.0,2011-09-05 05:00:01.764878,17.23,16269.0,United Kingdom,86.15
569394,84406B,CREAM CUPID HEARTS COAT HANGER,62.0,2011-08-04 22:46:17.919403,9.01,13813.0,United Kingdom,558.62
585027,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,30.0,2011-08-20 01:43:46.492793,13.3,16795.0,United Kingdom,399.0
566276,71053,WHITE METAL LANTERN,27.0,2011-09-23 05:25:26.620256,2.72,15379.0,Netherlands,73.44000000000001
553051,85123A,WHITE HANGING HEART T-LIGHT HOLDER,82.0,2010-04-28 22:00:24.708304,21.09,13354.0,United Kingdom,1729.3799999999999
559681,20719,WOODLAND CHARLOTTE BAG 16PE,52.0,2010-09-21 19:04:29.320521,2.66,17614.0,United Kingdom,138.32
534202,84406B,CREAM CUPID HEARTS COAT HANGER,60.0,2010-02-24 12:42:34.132758,18.6,15529.0,United Kingdom,1116.0
548366,84029E,RED WOOLLY HOTTIE WHITE HEART,54.0,2010-05-08 14:43:00.252965,7.49,13837.0,United Kingdom,404.46000000000004
550473,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5.0,2011-07-04 07:51:34.538680,23.72,16611.0,France,118.6
556361,22633,HAND WARMER UNION JACK,9.0,2011-08-23 11:21:06.124129,5.91,13025.0,United Kingdom,53.19
558354,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,34.0,2010-05-26 18:36:48.922443,11.3,12658.0,United Kingdom,384.20000000000005
561527,22632,HAND WARMER RED POLKA DOT,98.0,2011-04-06 04:19:05.053436,9.21,12677.0,United Kingdom,902.58
565711,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,36.0,2011-10-25 01:32:45.722129,12.51,16410.0,Germany,450.36
588990,71053,WHITE METAL LANTERN,95.0,2010-04-14 00:15:31.856064,6.3,16046.0,United Kingdom,598.5
543285,84406B,CREAM CUPID HEARTS COAT HANGER,20.0,2010-10-01 20:28:04.400431,16.87,15821.0,United Kingdom,337.40000000000003
548407,20719,WOODLAND CHARLOTTE BAG 16PE,84.0,2011-05-25 07:29:49.940190,15.25,12275.0,Netherlands,1281.0
583359,22752,SET 7 BABUSHKA NESTING BOXES,92.0,2010-03-15 23:51:57.129130,9.27,16547.0,United Kingdom,852.8399999999999
594240,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,83.0,2010-01-02 23:54:29.614668,17.53,16581.0,United Kingdom,1454.99
513905,84406B,CREAM CUPID HEARTS COAT HANGER,30.0,2011-10-22 19:42:36.603588,2.63,12245.0,United Kingdom,78.89999999999999
500247,21730,GLASS STAR FROSTED T-LIGHT HOLDER,69.0,2011-01-23 10:59:38.468477,11.63,12888.0,United Kingdom,802.47
593561,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,70.0,2011-11-29 02:04:48.734189,17.52,14211.0,United Kingdom,1226.3999999999999
535662,22633,HAND WARMER UNION JACK,3.0,2011-10-24 20:20:10.000980,14.28,16025.0,United Kingdom,42.839999999999996
511966,21730,GLASS STAR FROSTED T-LIGHT HOLDER,42.0,2010-10-15 19:38:22.461025,24.39,14910.0,United Kingdom,1024.38
599093,22633,HAND WARMER UNION JACK,24.0,2010-03-10 13:37:04.100402,8.89,14184.0,United Kingdom,213.36
561457,22633,HAND WARMER UNION JACK,44.0,2010-05-05 22:27:39.692126,19.39,16246.0,United Kingdom,853.1600000000001
592372,71053,WHITE METAL LANTERN,1.0,2010-12-22 09:39:43.645455,2.8,15251.0,United Kingdom,2.8
518130,22632,HAND WARMER RED POLKA DOT,54.0,2011-04-02 04:48:10.165702,21.81,17863.0,United Kingdom,1177.74
566653,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,36.0,2010-11-14 23:49:07.700754,13.26,13510.0,United Kingdom,477.36
519353,84029E,RED WOOLLY HOTTIE WHITE HEART,79.0,2010-06-01 20:29:29.114619,20.62,15771.0,United Kingdom,1628.98
574768,20719,WOODLAND CHARLOTTE BAG 16PE,38.0,2010-02-02 21:27:13.924894,16.83,17344.0,United Kingdom,639.54
514863,21730,GLASS STAR FROSTED T-LIGHT HOLDER,82.0,2011-06-17 14:41:44.010197,23.68,17094.0,United Kingdom,1941.76
571322,22632,HAND WARMER RED POLKA DOT,87.0,2010-07-25 14:48:56.052554,3.69,12697.0,Australia,321.03
506320,21730,GLASS STAR FROSTED T-LIGHT HOLDER,47.0,2010-08-19 05:16:24.449455,24.83,13088.0,United Kingdom,1167.01
552354,22632,HAND WARMER RED POLKA DOT,29.0,2011-02-09 00:41:05.182861,4.28,14419.0,United Kingdom,124.12
549449,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,51.0,2010-02-09 20:10:17.001666,12.26,17326.0,United Kingdom,625.26
541957,20719,WOODLAND CHARLOTTE BAG 16PE,41.0,2011-10-07 09:48:20.402000,6.17,14628.0,United Kingdom,252.97
511036,20719,WOODLAND CHARLOTTE BAG 16PE,86.0,2011-05-31 02:25:42.504167,7.16,15789.0,United Kingdom,615.76
511393,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,64.0,2010-11-27 01:50:16.178056,15.98,12685.0,Netherlands,1022.72
514698,22752,SET 7 BABUSHKA NESTING BOXES,88.0,2009-12-28 17:08:00.400039,1.35,14756.0,United Kingdom,118.80000000000001
593453,22632,HAND WARMER RED POLKA DOT,77.0,2011-09-04 13:22:14.601431,7.35,13842.0,United Kingdom,565.9499999999999
518699,85123A,WHITE HANGING HEART T-LIGHT HOLDER,97.0,2011-09-12 12:24:04.376899,7.18,13732.0,United Kingdom,696.4599999999999
589627,85123A,WHITE HANGING HEART T-LIGHT HOLDER,22.0,2011-05-03 04:05:06.382978,21.66,16835.0,United Kingdom,476.52
541873,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17.0,2010-03-06 01:56:45.863319,16.96,13972.0,United Kingdom,288.32
578040,22632,HAND WARMER RED POLKA DOT,86.0,2011-11-24 16:08:42.404157,4.09,12710.0,United Kingdom,351.74
552580,84406B,CREAM CUPID HEARTS COAT HANGER,5.0,2010-02-06 05:20:21.649181,19.36,12324.0,United Kingdom,96.8
566540,84029E,RED WOOLLY HOTTIE WHITE HEART,89.0,2011-03-02 10:43:49.669575,24.85,17646.0,United Kingdom,2211.65
502593,20719,WOODLAND CHARLOTTE BAG 16PE,81.0,2011-02-14 07:27:34.397489,18.48,14967.0,Germany,1496.88
505817,85123A,WHITE HANGING HEART T-LIGHT HOLDER,95.0,2010-04-02 06:55:22.914011,15.06,15799.0,Germany,1430.7
548539,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17.0,2011-02-23 22:25:58.035101,18.05,14594.0,United Kingdom,306.85
578607,21730,GLASS STAR FROSTED T-LIGHT HOLDER,39.0,2011-04-29 09:46:47.216393,8.97,12211.0,France,349.83000000000004
542680,22633,HAND WARMER UNION JACK,54.0,2010-01-28 07:43:57.082066,8.25,13581.0,United Kingdom,445.5
538938,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48.0,2010-10-13 17:16:37.156583,17.99,15831.0,United Kingdom,863.52
575243,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,37.0,2011-03-11 15:17:01.864888,14.62,13443.0,United Kingdom,540.9399999999999
540752,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48.0,2010-04-24 15:32:42.192371,15.46,16143.0,United Kingdom,742.08
589224,84029E,RED WOOLLY HOTTIE WHITE HEART,68.0,2011-03-06 06:46:20.743210,21.25,16326.0,United Kingdom,1445.0
577337,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,78.0,2011-10-09 05:13:18.078242,13.37,12578.0,United Kingdom,1042.86
537510,22632,HAND WARMER RED POLKA DOT,77.0,2010-04-14 03:43:55.670163,5.85,14997.0,United Kingdom,450.45
515658,71053,WHITE METAL LANTERN,88.0,2010-05-27 20:39:47.528189,4.41,13754.0,United Kingdom,388.08000000000004
558477,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27.0,2011-02-27 01:06:30.038239,1.25,14979.0,United Kingdom,33.75
546512,22632,HAND WARMER RED POLKA DOT,72.0,2011-12-03 06:48:19.343072,6.31,15605.0,United Kingdom,454.32
562063,22752,SET 7 BABUSHKA NESTING BOXES,52.0,2011-03-27 08:08:05.694675,4.21,12610.0,Germany,218.92
599940,71053,WHITE METAL LANTERN,47.0,2011-07-27 08:06:40.980488,2.51,12445.0,United Kingdom,117.96999999999998
586793,22752,SET 7 BABUSHKA NESTING BOXES,57.0,2011-10-18 13:14:54.087655,24.92,12130.0,United Kingdom,1420.44
556532,84029E,RED WOOLLY HOTTIE WHITE HEART,75.0,2010-11-20 20:29:12.171781,16.11,14647.0,United Kingdom,1208.25
557397,22752,SET 7 BABUSHKA NESTING BOXES,95.0,2010-08-08 07:02:26.484949,3.16,17767.0,United Kingdom,300.2
597944,84406B,CREAM CUPID HEARTS COAT HANGER,91.0,2011-07-08 21:16:04.682812,20.63,16079.0,United Kingdom,1877.33
586527,84029E,RED WOOLLY HOTTIE WHITE HEART,42.0,2011-11-03 14:46:57.452691,13.71,14434.0,United Kingdom,575.82
525376,71053,WHITE METAL LANTERN,48.0,2011-03-18 19:12:40.662810,4.96,15729.0,United Kingdom,238.07999999999998
520804,21730,GLASS STAR FROSTED T-LIGHT HOLDER,27.0,2010-07-30 09:26:01.917835,14.6,16431.0,United Kingdom,394.2
581633,84406B,CREAM CUPID HEARTS COAT HANGER,72.0,2010-03-05 20:44:10.142170,1.46,17236.0,Netherlands,105.12
545151,85123A,WHITE HANGING HEART T-LIGHT HOLDER,33.0,2011-01-14 01:13:50.552014,24.33,13024.0,United Kingdom,802.89
529015,22633,HAND WARMER UNION JACK,76.0,2010-09-09 10:06:33.215021,20.74,13652.0,France,1576.2399999999998
522732,22633,HAND WARMER UNION JACK,35.0,2011-11-04 02:56:20.802039,6.89,12537.0,United Kingdom,241.14999999999998
549206,84406B,CREAM CUPID HEARTS COAT HANGER,98.0,2010-08-29 03:11:35.715266,10.76,16591.0,United Kingdom,1054.48
587786,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16.0,2010-07-24 04:04:57.911559,10.18,15083.0,United Kingdom,162.88
596481,22632,HAND WARMER RED POLKA DOT,36.0,2011-11-25 23:24:16.731052,21.61,12507.0,United Kingdom,777.96
507474,22633,HAND WARMER UNION JACK,66.0,2010-01-16 07:27:00.511814,9.19,15924.0,United Kingdom,606.54
556600,84406B,CREAM CUPID HEARTS COAT HANGER,76.0,2011-09-19 19:48:06.988920,1.68,12680.0,United Kingdom,127.67999999999999
534582,71053,WHITE METAL LANTERN,91.0,2010-06-28 16:47:06.630061,5.76,14612.0,France,524.16
559057,20719,WOODLAND CHARLOTTE BAG 16PE,56.0,2011-05-12 17:19:18.113540,5.78,16876.0,United Kingdom,323.68
576077,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17.0,2009-12-24 03:43:30.255907,23.76,12759.0,United Kingdom,403.92
578043,21730,GLASS STAR FROSTED T-LIGHT HOLDER,20.0,2010-06-27 00:50:32.767918,23.14,16223.0,United Kingdom,462.8
507147,22632,HAND WARMER RED POLKA DOT,85.0,2011-03-12 22:32:36.191783,7.86,15147.0,United Kingdom,668.1
578251,84029E,RED WOOLLY HOTTIE WHITE HEART,94.0,2010-12-18 04:56:13.036572,0.57,17388.0,United Kingdom,53.58
504236,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,84.0,2011-06-17 12:57:32.103147,13.17,14193.0,United Kingdom,1106.28
563632,22633,HAND WARMER UNION JACK,8.0,2011-08-08 18:48:48.993038,20.03,14546.0,United Kingdom,160.24
523496,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18.0,2009-12-18 22:41:12.948328,7.08,17061.0,United Kingdom,127.44
549256,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18.0,2010-12-11 06:13:09.959799,11.26,16655.0,United Kingdom,202.68
560133,71053,WHITE METAL LANTERN,18.0,2011-03-08 14:20:41.768800,4.73,13222.0,United Kingdom,85.14000000000001
515225,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.0,2010-04-07 20:38:39.756838,8.52,17019.0,United Kingdom,17.04
559293,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,76.0,2011-05-23 06:52:16.542798,19.09,15574.0,Netherlands,1450.84
562071,22632,HAND WARMER RED POLKA DOT,72.0,2010-03-20 02:51:15.830963,11.46,15023.0,United Kingdom,825.1200000000001
573397,22632,HAND WARMER RED POLKA DOT,51.0,2011-04-05 10:57:05.982939,19.84,15280.0,Spain,1011.84
533976,20719,WOODLAND CHARLOTTE BAG 16PE,10.0,2011-08-20 13:53:09.842141,19.19,13071.0,United Kingdom,191.9
513528,85123A,WHITE HANGING HEART T-LIGHT HOLDER,75.0,2010-08-24 08:34:29.849985,5.09,12540.0,United Kingdom,381.75
573178,21730,GLASS STAR FROSTED T-LIGHT HOLDER,47.0,2010-02-03 07:52:25.367192,11.69,16450.0,United Kingdom,549.43
501906,20719,WOODLAND CHARLOTTE BAG 16PE,30.0,2010-12-25 15:48:39.462692,16.71,12344.0,France,501.3
550862,22752,SET 7 BABUSHKA NESTING BOXES,56.0,2010-02-15 13:21:57.658593,8.0,17179.0,Netherlands,448.0
504179,20719,WOODLAND CHARLOTTE BAG 16PE,42.0,2010-11-21 06:54:23.614079,1.96,17886.0,United Kingdom,82.32
549159,84406B,CREAM CUPID HEARTS COAT HANGER,11.0,2010-11-14 11:39:44.351407,10.34,15369.0,United Kingdom,113.74
544693,22632,HAND WARMER RED POLKA DOT,24.0,2010-12-14 19:18:53.405235,9.16,15822.0,Germany,219.84
589250,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,67.0,2011-07-08 02:09:53.705265,13.87,14480.0,United Kingdom,929.29
574206,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.0,2010-08-19 00:03:48.728306,17.37,17819.0,United Kingdom,34.74
512119,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12.0,2011-07-25 21:22:42.839494,13.52,15406.0,France,162.24
577425,22752,SET 7 BABUSHKA NESTING BOXES,21.0,2011-05-07 03:36:01.270712,19.36,15280.0,United Kingdom,406.56
534782,85123A,WHITE HANGING HEART T-LIGHT HOLDER,69.0,2011-03-15 02:38:33.403274,19.69,17530.0,United Kingdom,1358.6100000000001
523509,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,71.0,2011-07-10 02:47:27.102657,9.11,16682.0,United Kingdom,646.81
559920,84029E,RED WOOLLY HOTTIE WHITE HEART,64.0,2011-05-21 07:58:55.052456,2.58,15766.0,United Kingdom,165.12
518011,22633,HAND WARMER UNION JACK,68.0,2011-01-14 08:10:38.180213,24.67,13294.0,France,1677.5600000000002
521108,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,43.0,2010-04-25 12:23:05.076968,16.24,15251.0,France,698.3199999999999
525986,84406B,CREAM CUPID HEARTS COAT HANGER,54.0,2011-06-09 20:52:29.955878,17.87,17638.0,United Kingdom,964.98
540293,71053,WHITE METAL LANTERN,62.0,2010-06-16 16:30:10.059809,19.04,17900.0,United Kingdom,1180.48
542132,20719,WOODLAND CHARLOTTE BAG 16PE,93.0,2011-06-29 13:14:28.673399,12.04,14035.0,United Kingdom,1119.72
519568,84029E,RED WOOLLY HOTTIE WHITE HEART,12.0,2011-08-19 06:37:35.515246,21.22,15849.0,United Kingdom,254.64
508618,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1.0,2010-01-17 14:42:34.838709,11.27,13777.0,United Kingdom,11.27
584465,22632,HAND WARMER RED POLKA DOT,72.0,2010-09-04 15:29:27.349740,22.67,12379.0,United Kingdom,1632.2400000000002
599619,71053,WHITE METAL LANTERN,33.0,2011-04-10 15:59:23.290518,18.44,15763.0,Germany,608.5200000000001
593786,20719,WOODLAND CHARLOTTE BAG 16PE,68.0,2010-01-20 08:42:07.306598,2.63,13661.0,United Kingdom,178.84
535537,22632,HAND WARMER RED POLKA DOT,14.0,2010-10-02 19:02:39.192077,15.63,15058.0,Netherlands,218.82000000000002
564992,84406B,CREAM CUPID HEARTS COAT HANGER,93.0,2010-06-07 05:00:10.236297,8.71,13306.0,United Kingdom,810.0300000000001
571907,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14.0,2010-02-12 22:50:49.004804,16.89,14465.0,United Kingdom,236.46
552196,71053,WHITE METAL LANTERN,9.0,2011-11-08 14:36:39.039121,14.42,16451.0,Netherlands,129.78
587129,84029E,RED WOOLLY HOTTIE WHITE HEART,26.0,2011-11-19 19:47:24.631826,13.48,16410.0,France,350.48
513077,85123A,WHITE HANGING HEART T-LIGHT HOLDER,49.0,2011-08-18 06:18:48.816550,11.56,14580.0,United Kingdom,566.44
577335,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17.0,2010-10-29 18:48:40.521619,19.52,17135.0,France,331.84
541355,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,68.0,2010-06-17 11:36:21.037356,12.81,17582.0,United Kingdom,871.08
593258,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,60.0,2009-12-10 09:45:47.916462,12.29,14592.0,Netherlands,737.4
582747,22752,SET 7 BABUSHKA NESTING BOXES,3.0,2010-03-23 17:41:11.183449,18.13,16789.0,United Kingdom,54.39
540596,22752,SET 7 BABUSHKA NESTING BOXES,93.0,2010-06-14 01:59:01.406020,16.88,12068.0,United Kingdom,1569.84
540099,22752,SET 7 BABUSHKA NESTING BOXES,21.0,2011-08-20 06:56:22.213942,9.12,15123.0,United Kingdom,191.51999999999998
511782,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12.0,2010-06-10 23:18:29.402882,17.36,14859.0,United Kingdom,208.32
584924,20719,WOODLAND CHARLOTTE BAG 16PE,54.0,2011-01-29 16:20:42.474752,4.6,12918.0,United Kingdom,248.39999999999998
547259,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1.0,2011-11-23 17:34:07.612511,19.76,13490.0,United Kingdom,19.76
553738,71053,WHITE METAL LANTERN,48.0,2011-08-21 12:27:44.633787,24.69,14486.0,United Kingdom,1185.1200000000001
551200,22752,SET 7 BABUSHKA NESTING BOXES,10.0,2011-08-24 18:36:40.451024,9.57,12272.0,France,95.7
538247,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15.0,2010-07-26 22:04:30.379448,14.64,16554.0,United Kingdom,219.60000000000002
551826,84406B,CREAM CUPID HEARTS COAT HANGER,40.0,2010-01-09 08:43:57.435042,22.28,12819.0,United Kingdom,891.2
511600,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11.0,2011-09-09 04:30:56.652613,12.62,17292.0,United Kingdom,138.82
524104,84406B,CREAM CUPID HEARTS COAT HANGER,56.0,2011-02-04 21:41:46.481027,15.18,14615.0,Netherlands,850.0799999999999
519994,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,87.0,2011-05-25 19:39:13.289538,14.6,14544.0,United Kingdom,1270.2
